,synthetic_dataset_25,synthetic_dataset_88,synthetic_dataset_93,synthetic_dataset_96,synthetic_dataset_48,synthetic_dataset_59,synthetic_dataset_64,synthetic_dataset_65,synthetic_dataset_32,synthetic_dataset_98,synthetic_dataset_62,synthetic_dataset_37,synthetic_dataset_77,synthetic_dataset_39,synthetic_dataset_29,synthetic_dataset_51,synthetic_dataset_75,synthetic_dataset_38,synthetic_dataset_99,synthetic_dataset_30,synthetic_dataset_70,synthetic_dataset_28,synthetic_dataset_4,synthetic_dataset_20,synthetic_dataset_50,synthetic_dataset_58,synthetic_dataset_92,synthetic_dataset_44,synthetic_dataset_94,synthetic_dataset_9,synthetic_dataset_41,synthetic_dataset_67,synthetic_dataset_23,synthetic_dataset_52,synthetic_dataset_60,synthetic_dataset_6,synthetic_dataset_12,synthetic_dataset_63,synthetic_dataset_80,synthetic_dataset_36,synthetic_dataset_84,synthetic_dataset_1,synthetic_dataset_90,synthetic_dataset_76,synthetic_dataset_78,synthetic_dataset_14,synthetic_dataset_73,synthetic_dataset_72,synthetic_dataset_27,synthetic_dataset_7,synthetic_dataset_55,synthetic_dataset_8,synthetic_dataset_89,synthetic_dataset_66,synthetic_dataset_83,synthetic_dataset_16,synthetic_dataset_82,synthetic_dataset_3,synthetic_dataset_87,synthetic_dataset_97,synthetic_dataset_53,synthetic_dataset_19,synthetic_dataset_85,synthetic_dataset_2,synthetic_dataset_81,synthetic_dataset_34,synthetic_dataset_42,synthetic_dataset_61,synthetic_dataset_31,synthetic_dataset_86,synthetic_dataset_33,synthetic_dataset_17,synthetic_dataset_74,synthetic_dataset_15,synthetic_dataset_18,synthetic_dataset_45,synthetic_dataset_35,synthetic_dataset_13,synthetic_dataset_49,synthetic_dataset_54,synthetic_dataset_79,synthetic_dataset_47,synthetic_dataset_21,synthetic_dataset_0,synthetic_dataset_91,synthetic_dataset_10,synthetic_dataset_46,synthetic_dataset_69,synthetic_dataset_68,synthetic_dataset_95,synthetic_dataset_22,synthetic_dataset_43,synthetic_dataset_5,synthetic_dataset_11,synthetic_dataset_57,synthetic_dataset_26,synthetic_dataset_56,synthetic_dataset_71,synthetic_dataset_24,synthetic_dataset_40
synthetic_dataset_58,6999.990328272663,6.535299335233798,7.805357186426163,9.128609530070378,8.548058109780406,6.996448308515907,18677880.819464877,7.551287980618874,7.155019899938232,17.806592936119944,4.490792347989426,415.1958670253655,7804.913915562087,5.345681100475716e+40,8.6772559125569,8.843153157271166,7.179440198315265,67.06753512923841,17.166967298745696,6.840359612450498,26.779574553364405,13.947177856903199,178121916131.32657,35.234245017293546,20.624442891761962,0.0,126251610.2047754,1367454.038458065,7.872232329889164,4.614239328890388,18271238.57268523,5.845706956609778,7.34164712492681,110344340.89599484,71542401.99867678,5.604482179935792,15.734187029116704,259.6952796011612,6.513286884695472,9.438086764862202,23.577627556184357,6.6046439064802795e+41,18.14588711541636,150.10712250272277,49.6561801506772,12.54976633164645,1727404346452281.8,6.01736128896054,9.621890470910783e+40,15.14632333269834,7.2519928392311614,11.44977568903779,368.53867703495587,8.38659107696382,67.23998021350614,10.41869927480975,7.145503220623671,172373.21202478523,8.066441348957179,9.725247134770068,6.922416139525467,522.5932265435517,9.042684393109408,5.840772972490562,6.33026104579981,11094.48372295625,4.9099401695654725,2608.7237523981744,18.092754055244498,10.833446808878602,8.008520757152091,12.450490972400983,16.453066406156562,1.145017389781266e+22,5.44399643279885,322.4981064284198,17.39529319181196,6.6343208986320175,24970093488.594624,6.691519080961227,8.244465156993494,8.864282700455746,4.697077547741072,7.810672495397881,280.3572348911038,7.77505538091822,4.640980296784432,9.243659888580411e+18,5.415902065408817,9.86158841525371,7.426759470995706,7.997147110750912,3.541965362600793e+41,7.879352359825948,8.878202959809366,4565.202087968117,9.022228607088081,1.410529825824019e+43,6.446797202427431,8.561297100214322
synthetic_dataset_92,126244610.45827995,126251610.6348883,126251610.61837006,126251610.36745259,126251610.66385742,126251609.1566678,107671140.82104775,126251610.51691553,126251610.65316455,126251610.39735632,126251610.42473838,126251546.10024932,126243885.34186985,5.345681100475716e+40,126251610.68828277,126251608.1968565,126251608.52449076,126251593.30335186,126251609.6824636,126251610.33637834,126251601.77030215,126251610.38514332,178052908845.64624,126251596.04102847,126251610.23533484,126251610.2047754,0.0,124888454.08547112,126251610.56459923,126251610.40425518,107992968.55505991,126251610.57945599,126251610.64196075,33578369.35840928,131040911.27032234,126251610.03481387,126251610.08753726,126251479.88854167,126251610.50358318,126251610.43218324,126251591.40607935,6.6046439064802795e+41,126251608.911093,126251603.56811105,126251604.03420787,126251605.11223802,1727404252948347.5,126251610.11580345,9.621890470910783e+40,126251609.78599694,126251610.06742315,126251610.32622817,126251597.99424116,126251610.54414664,126251595.91027205,126251610.47466028,126251609.88551395,126079473.68619138,126251610.44795528,126251610.5104735,126251610.54223733,126251111.90856406,126251607.36271834,126251610.15898389,126251609.98762402,126244677.77254517,126251610.18653558,126249310.92801966,126251607.73608036,126251603.75666922,126251610.3679369,126251608.69952628,126251596.42345396,1.1450173897812723e+22,126251609.86381488,126251591.26921357,126251602.34623307,126251610.55695798,24929664019.322155,126251610.35022084,126251610.69020721,126251607.66250077,126251610.1978955,126251610.44394872,126251394.97285801,126251608.76653056,126251610.06826359,9.243659888496728e+18,126251609.56662267,126251605.50503312,126251610.61154817,126251609.1964565,3.541965362600793e+41,126251610.29190624,126251610.31629705,126247045.19602497,126251610.45891686,1.410529825824019e+43,126251610.64116341,126251610.68316646
synthetic_dataset_44,1360456.344692147,1367454.5998879708,1367454.5812134773,1367454.2163276956,1367454.6410695752,1367452.952056692,17501839.664308306,1367454.4508152695,1367454.6242704636,1367454.2552430555,1367454.310894395,1367373.571046839,1359677.1417299963,5.345681100475716e+40,1367454.6763818152,1367451.644844831,1367452.0578299062,1367433.4790919272,1367453.2382792314,1367454.2507610132,1367443.7764391794,1367454.2407821782,178121167164.7164,1367436.7353245025,1367454.0203805421,1367454.038458065,124888454.08547112,0.0,1367454.4962410391,1367454.2866678764,16908082.33945341,1367454.5212901242,1367454.6077947358,109265609.48470715,70646557.11705905,1367453.8033211567,1367453.814303532,1367321.0311015104,1367454.4252270074,1367454.293120267,1367433.9609667002,6.6046439064802795e+41,1367452.317875758,1367445.0304418814,1367446.3817276512,1367447.6848439043,1727404345373533.2,1367453.9556692108,9.621890470910783e+40,1367453.4521583372,1367453.9346267749,1367454.1549031602,1367436.7351094256,1367454.4668776386,1367436.9204293934,1367454.3639636822,1367453.7194869334,1195105.4659235023,1367454.3807869742,1367454.4171473642,1367454.459709949,1366942.7617797302,1367450.6965750244,1367453.9914928784,1367453.7228373266,1360557.6686507922,1367453.9935334562,1365055.469985756,1367450.8346307757,1367447.660759799,1367454.3141877358,1367452.1428045542,1367440.1880402195,1.145017389781266e+22,1367453.580119669,1367429.0022247054,1367445.1425747226,1367454.5005872385,24969635612.09119,1367454.237492134,1367454.6763716356,1367451.0242000013,1367454.0036845019,1367454.3787780264,1367222.5031892683,1367452.1389569116,1367453.8715678821,9.243659888579502e+18,1367453.2666055104,1367449.4065608585,1367454.5693769844,1367452.5997327866,3.541965362600793e+41,1367454.1160045322,1367454.1443710458,1362891.1225331249,1367454.3423695378,1.410529825824019e+43,1367454.605890585,1367454.6711603901
synthetic_dataset_94,7000.344945875344,3.5298179842763266,2.148669672310012,13.201139386924066,2.879918089507734,3.8051168912477435,18677880.947366025,2.568559225952058,2.7928657181536853,23.800152643639468,4.799483006580128,420.3963814672652,7805.54796855249,5.345681100475716e+40,2.426506626132873,12.054290192876577,8.120031691899287,71.84769789507213,20.380155028940877,3.371712428421387,30.498061990737156,19.78232639644491,178121916137.0887,38.92728065697794,26.16043372324563,7.872232329889164,126251610.56459923,1367454.4962410391,0.0,5.333624906160153,18271238.933891434,3.663738528998063,2.8675398802323615,110344340.97012307,71542407.46546923,7.819982673290187,19.28568650749136,264.4852914606431,3.165770353936652,12.592824413981774,24.348198279227613,6.6046439064802795e+41,22.603353697804096,156.71368966390008,55.64873094815381,15.800707010660235,1727404346452282.5,4.1399648798064135,9.621890470910783e+40,21.073256257537853,2.731368665952855,15.621724894366904,373.21586959179103,10.663920994667325,73.10263901814352,15.332052821423048,2.9495670949359565,172373.75253893237,2.426600935791724,13.307311102206008,7.3217976841538706,523.36069774758,13.401478945794885,4.155431262389783,11.142038393977918,11094.991258237806,9.580202415324939,2610.0410767581234,24.63933122100881,12.138502916073506,2.1012106740149648,15.182341256544342,16.965833124642188,1.145017389781266e+22,6.4850662314537795,328.18877954906964,21.509996183340025,3.1699783162104915,24970093491.551044,2.811940191274937,2.5375762704607454,12.245870727014053,7.17813950091511,2.092357367983242,282.652255381824,9.000116911393913,7.749157679824821,9.243659888580397e+18,8.396015491370411,5.85817453454829,2.687540065031519,10.964088233629955,3.541965362600793e+41,3.126265401506827,12.959511502285197,4565.633522309417,12.291539179926449,1.410529825824019e+43,4.482140400871919,2.286858593710617
synthetic_dataset_9,7000.1806465086365,4.520543088991523,5.194474391504214,10.750695217691199,5.9106325322520785,5.260142886189784,18677880.887503404,4.929207544434688,4.732365777339246,19.87916816680802,3.386315019393341,417.5944455285368,7805.2728643033515,5.345681100475716e+40,6.004589945753187,10.115282787335921,7.078740494088349,69.25356451547547,18.595918645525476,4.523812179140456,28.675045445625138,16.220339774004383,178121916133.95682,37.2012502687467,22.994505712637626,4.614239328890388,126251610.40425518,1367454.2866678764,5.333624906160153,0.0,18271238.772563703,4.050992757253396,4.938337069393719,110344340.93886986,71542404.50098403,6.405417718667883,17.651343760407006,261.45215071954,4.429786872499735,10.518296011810984,24.263912955617844,6.6046439064802795e+41,19.097818830704863,152.96219571247602,52.29934517440217,13.947602178076913,1727404346452282.5,4.177289948512145,9.621890470910783e+40,17.588750829912584,5.005822845226896,13.201638795297296,370.75095250456417,8.988064793439612,69.8276279686415,12.02228734274894,4.959297767071725,172373.50770705857,5.3595016681937455,11.006889696283114,6.430384737762885,523.0451398999224,10.379261635134506,3.991352314770362,8.370697189871343,11094.772195504529,6.499041394878772,2609.6072802491517,20.86222576116826,10.247236521292885,5.403613935758767,12.677956900421245,16.00284727579181,1.145017389781266e+22,5.608853989622374,325.08509966281366,19.138472959221154,4.413934619401364,24970093489.55385,4.317114137291807,5.581815199796049,9.493561344607299,5.485491216657142,5.1908174723361356,281.7133478071577,8.078062210239157,4.9617097816984455,9.243659888580407e+18,6.521181354258986,7.834952990340278,4.855534931957267,9.226813232911015,3.541965362600793e+41,5.819625769921674,10.171789905492501,4565.452453793593,10.160696633722209,1.410529825824019e+43,4.720465960216186,5.872957097046282
synthetic_dataset_41,18264238.825837664,18271239.00400514,18271238.987635892,18271238.736447483,18271239.033014785,18271237.525885876,5384132.451561358,18271238.88585053,18271239.02250602,18271238.765256353,18271238.7934382,18271174.469043534,18263513.7101524,5.345681100475716e+40,18271239.057635553,18271236.565652873,18271236.89016122,18271221.671288803,18271238.05156791,18271238.70458244,18271230.13956184,18271238.753801003,178111920009.9465,18271224.409878895,18271238.603630435,18271238.57268523,107992968.55505991,16908082.33945341,18271238.933891434,18271238.772563703,0.0,18271238.94841287,18271239.01139018,97147888.96667987,73477675.29050373,18271238.403925076,18271238.456779808,18271108.16769375,18271238.87201253,18271238.79870985,18271219.774696294,6.6046439064802795e+41,18271237.276712786,18271231.931774918,18271232.402791843,18271233.480815407,1727404333255844.5,18271238.484391823,9.621890470910783e+40,18271238.15400794,18271238.43662529,18271238.69451579,18271226.362975385,18271238.913524233,18271224.240487196,18271238.842511643,18271238.254593458,18099101.709682446,18271238.817080595,18271238.879560545,18271238.91089172,18270740.27676938,18271235.73077797,18271238.52776719,18271238.35632867,18264309.694808625,18271238.555154964,18268939.294964854,18271236.10417089,18271232.12323941,18271238.737216894,18271237.067091543,18271224.78918818,1.145017389781267e+22,18271238.233168934,18271219.637843266,18271230.71486378,18271238.92602472,24964097449.46644,18271238.719177607,18271239.05943141,18271236.026522145,18271238.566941027,18271238.813237134,18271023.3417208,18271237.135367163,18271238.43598339,9.243659888568285e+18,18271237.935762823,18271233.874103323,18271238.980576925,18271237.565209787,3.541965362600793e+41,18271238.66088943,18271238.684629817,18266673.562445704,18271238.828020066,1.410529825824019e+43,18271239.010320716,18271239.052414626
synthetic_dataset_67,7000.343726643993,3.2534217046411023,3.5807449008953873,11.711045365569595,4.442986161393256,4.448123501310856,18677880.950272713,3.5481415340523235,3.4597848005594876,21.579868300851047,3.479005152864868,418.3560303608623,7805.594101816837,5.345681100475716e+40,4.352291554790137,10.294333186309084,7.181845654903191,69.60355384052818,18.699652893292182,3.7822168118840955,28.58440824183717,17.685407019485137,178121916135.36652,37.41765740967031,24.397853159441528,5.845706956609778,126251610.57945599,1367454.5212901242,3.663738528998063,4.050992757253396,18271238.94841287,0.0,3.6532992422220993,110344340.97177194,71542405.49437721,6.398294819631103,17.310768177848672,262.9650272949531,3.397542069598823,10.375114012855459,24.31054678005532,6.6046439064802795e+41,20.57754910489691,154.73654076485636,53.53700665549729,14.131328327568763,1727404346452284.8,3.530783828727987,9.621890470910783e+40,18.685132406637546,3.706691955400631,13.60756676816066,371.1112159475536,9.391223781636711,70.63543008924383,13.263522344858911,3.7670798862193133,172373.77869892996,4.051387415409222,11.754389268884692,5.717595863285971,523.4155197335754,11.31035376824772,3.412526874507138,9.222281662067713,11094.899955880006,7.354330362365613,2610.1620599234884,22.204071652522355,10.84549430117442,3.7843333636867498,13.533823125687434,16.4420660081174,1.145017389781266e+22,5.370829077773234,326.57768021399295,19.623346387341268,3.2157457216020213,24970093490.63845,3.163793835814967,4.068856548320868,10.530050811502454,5.6001189640455795,3.5532218896891092,282.21099883857585,7.810150047197377,5.982081532042669,9.243659888580401e+18,6.860413603858933,6.242459986526719,3.6299401123782893,9.265351326322643,3.541965362600793e+41,4.4944855329420035,10.825847386117811,4565.626313684769,10.347297883338024,1.410529825824019e+43,4.140994386708639,4.174571593590287
synthetic_dataset_23,7000.416863841395,2.9443270384542815,2.360850592310473,11.96293288103579,3.413701240211214,3.320866586220016,18677880.968629733,2.9990214394763193,1.4182895970517861,23.228526332893377,4.239240911276482,419.49565414993174,7805.73063823538,5.345681100475716e+40,2.8673023922643144,11.492561671656937,7.92371722260832,71.34787689069286,20.400470062374353,3.7596531698795412,29.9800195621968,18.8377687222567,178121916135.75497,39.06756340270784,24.94231860187715,7.34164712492681,126251610.64196075,1367454.6077947358,2.8675398802323615,4.938337069393719,18271239.01139018,3.6532992422220993,0.0,110344340.98047644,71542406.38866004,6.6815125680049805,18.804724891101085,264.7133320518979,2.305041672446482,12.51086326043885,24.96210726585868,6.6046439064802795e+41,22.58263706415747,155.52696650905418,54.644673807727884,15.94801838687289,1727404346452290.5,4.718050192545312,9.621890470910783e+40,20.934108546471187,3.0214087128226548,14.754982017850597,372.5890059131259,9.262272158490054,72.6791502165924,14.4271676961949,3.0077011339514903,172373.8879630789,2.7822632999154453,12.070780780079843,6.718168870851432,523.6120240786706,13.267262677618731,4.1972225644475945,10.28487818901644,11095.040454214359,9.292985459564711,2610.5758993272057,23.930704730152335,12.485975863560473,2.730526029853781,15.395394102134432,17.392340736932194,1.145017389781266e+22,5.445386969044343,326.80342270875417,21.813306539295304,2.8225211441266067,24970093491.025146,2.9186855792809974,2.761238138751473,12.145569139534492,6.408213913825929,2.506198974785156,283.05728319054646,8.745301691653934,7.303740964286076,9.243659888580403e+18,7.637124373824399,6.249856650565731,2.7736327453433867,10.128572193341748,3.541965362600793e+41,4.018220882306716,12.47152282360419,4565.719476008803,11.365943696030332,1.410529825824019e+43,3.1940998619739496,2.661584716446826
synthetic_dataset_52,110337454.60537766,110344340.97414872,110344340.9739551,110344340.94178365,110344340.98360409,110344340.56880495,91763769.8276034,110344340.95461115,110344340.98197089,110344340.94529885,110344340.94553383,110344325.03500852,110339294.06544605,5.345681100475716e+40,110344340.98533806,110344340.42119712,110344340.20612617,110344335.7585631,110344340.8432903,110344340.89574634,110344339.03565422,110344340.94227134,178062158663.00415,110344337.44161174,110344340.92381182,110344340.89599484,33578369.35840928,109265609.48470715,110344340.97012307,110344340.93886986,97147888.96667987,110344340.97177194,110344340.98047644,0.0,124069856.05730778,110344340.86745134,110344340.90216199,110344230.34167475,110344340.95416775,110344340.95214035,110344331.2077495,6.6046439064802795e+41,110344340.59335642,110344339.6224237,110344338.29101405,110344339.5487904,1727404236107907.5,110344340.84005563,9.621890470910783e+40,110344340.82693517,110344340.86493191,110344340.93585667,110344339.11865024,110344340.9675874,110344334.77726056,110344340.95662525,110344340.65292352,110180173.68119752,110344340.90802523,110344340.96269372,110344340.96759577,110343925.4494129,110344339.5548883,110344340.89083137,110344340.87467341,110337423.07156216,110344340.87261663,110343040.97426687,110344340.4371098,110344337.54637605,110344340.83703116,110344340.43848254,110344331.26246195,1.1450173897812717e+22,110344340.8182745,110344337.92216015,110344338.6516956,110344340.95875604,24931593806.542248,110344340.91806431,110344340.98668762,110344339.96105514,110344340.89747758,110344340.93654756,110344240.92349856,110344340.60339919,110344340.86456013,9.243659888507939e+18,110344340.7141334,110344336.72349256,110344340.97304878,110344340.76097095,3.541965362600793e+41,110344340.92611362,110344340.93271452,110339876.51014665,110344340.95583591,1.410529825824019e+43,110344340.97932114,110344340.98535042
synthetic_dataset_60,71537770.39843987,71542405.75691655,71542407.48309675,71542397.89598523,71542408.11471868,71542404.87157743,76550244.66724846,71542407.1964587,71542406.58014996,71542394.21495253,71542404.37306412,71541989.46676394,71537197.78877704,5.345681100475716e+40,71542408.29146618,71542396.24038894,71542401.0395636,71542338.52489819,71542388.77983072,71542406.57190523,71542378.84829384,71542394.41702683,178053280366.99976,71542373.37443163,71542389.43650712,71542401.99867678,131040911.27032234,70646557.11705905,71542407.46546923,71542404.50098403,73477675.29050373,71542405.49437721,71542406.38866004,124069856.05730778,0.0,71542400.05407998,71542390.50003585,71542311.61268905,71542405.98738861,71542398.92291738,71542389.26696202,6.6046439064802795e+41,71542395.24457295,71542279.50170226,71542352.77116047,71542394.29075356,1727404344721317.5,71542406.33204436,9.621890470910783e+40,71542395.36092283,71542406.36468118,71542393.13651718,71542077.95475535,71542400.13012697,71542347.64409266,71542396.12110409,71542405.8926853,71428285.41696237,71542407.32628012,71542398.47402674,71542401.11141019,71542053.52537562,71542396.6733869,71542405.32343619,71542397.54668632,71537858.3150036,71542401.95479557,71540486.14396693,71542384.62867004,71542402.17840903,71542407.60652292,71542399.5831147,71542397.32792129,1.1450173897812742e+22,71542401.34319685,71542105.212159,71542390.9183338,71542406.42395946,24944008278.081387,71542406.40186132,71542408.00278486,71542398.79090016,71542401.1694948,71542407.46786687,71542173.96795155,71542399.57942139,71542402.25087841,9.243659888508918e+18,71542399.75815228,71542404.24788037,71542407.34803766,71542396.94442475,3.541965362600793e+41,71542406.64738655,71542397.03731698,71539396.36661014,71542395.54663862,1.410529825824019e+43,71542405.4648574,71542408.28929408
synthetic_dataset_6,6999.876850255542,6.814604935781933,7.801554431153037,7.691079728428642,8.65352011727606,6.436476774173977,18677880.762519587,7.681884907722796,6.886997458208996,19.9879036557351,5.602487966658578,413.12067603602446,7804.51779616331,5.345681100475716e+40,8.592977277439598,6.158639034719651,6.579798189234712,65.18761571634894,15.280185227372549,7.510404435523485,24.18319641802758,14.680380580287032,178121916129.78424,34.117663584457745,19.491077615811786,5.604482179935792,126251610.03481387,1367453.8033211567,7.819982673290187,6.405417718667883,18271238.403925076,6.398294819631103,6.6815125680049805,110344340.86745134,71542400.05407998,0.0,12.974584662188677,262.11299433970123,6.5149139476618805,9.409384780077787,22.786974231508704,6.6046439064802795e+41,19.13104156906019,149.7677531187705,48.402967765551914,12.096564471542171,1727404346452290.2,7.551630318770797,9.621890470910783e+40,17.026693589404317,6.909559966564124,9.084566748990788,366.38193040476,6.648639022043843,66.6659726337701,10.381608249846273,6.616132028245158,172372.9566726905,7.798362900364319,8.739811207293183,5.324439496075335,522.0898199054989,9.140165194373395,6.385450778923823,5.0904019403594285,11094.684265326223,7.754177708277559,2607.8274095780603,17.96169400716386,13.546499130342454,7.959352527171186,13.589624158800978,16.98108817909715,1.145017389781266e+22,2.6404218700996283,321.10835337960805,17.92149919478246,7.036932232539616,24970093488.98592,6.962364661618509,8.327472168191965,9.063805438112306,3.292168956632022,7.770524707749154,278.9077123649194,5.686099477161717,6.098530283451316,9.24365988858041e+18,3.3527347994512646,9.793167191614495,7.838680554772379,4.704244636420278,3.541965362600793e+41,7.455003814487764,8.313476157715158,4565.121465115927,6.685688507930845,1.410529825824019e+43,6.397932954265438,8.511554605085447
synthetic_dataset_12,6999.927631735461,18.648343449734412,19.527029619857913,14.728260989059171,20.26260401662904,18.066737001971415,18677880.81097393,19.282774892619756,18.975239690792222,22.848968284537406,17.170492295865653,402.73216425826195,7804.381796996645,5.345681100475716e+40,20.305433628494033,11.946807202125912,16.54928797383909,56.301382709388164,12.276089606419434,19.06124002973396,20.03949248749534,18.26754592383376,178121916122.60245,30.63454897038336,20.62215145167657,15.734187029116704,126251610.08753726,1367453.814303532,19.28568650749136,17.651343760407006,18271238.456779808,17.310768177848672,18.804724891101085,110344340.90216199,71542390.50003585,12.974584662188677,0.0,260.85103099014367,18.4285867752098,13.559169090326705,24.125989931825107,6.6046439064802795e+41,23.773855697704715,143.5580191202234,41.031152836418244,15.98890157653921,1727404346452288.0,18.623935596190385,9.621890470910783e+40,19.859492752942664,18.43647842408791,9.689369330061618,354.2408005129486,15.240282139557864,59.69890877864357,15.33588100120859,18.260566123502304,172372.92708514183,19.405775395476574,15.134307187609194,14.746528179932906,521.8128196147926,14.744369412462023,17.62966377717589,12.46469657622099,11094.665932367408,16.758237286976286,2606.3345729895286,16.752245104165144,22.138351574214667,19.593861367273846,21.14027545975789,23.679119326969943,1.145017389781266e+22,13.947905496700802,315.00492326061135,19.34977768885917,18.758651154561836,24970093487.689407,18.53754983265746,20.10920449663074,16.331123151902702,14.21276121444601,19.360292283662343,275.48468634967503,13.818056297390614,16.643306624368755,9.2436598885804e+18,13.466538343099776,20.392273966578802,19.55553765950037,11.612996081583903,3.541965362600793e+41,18.407538175233785,14.145947066556715,4565.151040389405,11.744164019873942,1.410529825824019e+43,18.537692246337482,20.272459692461915
synthetic_dataset_63,6882.8869074937675,263.78695288732445,264.6089113029078,261.42297666023774,264.9053745745001,262.9170122497354,18677757.91768807,264.1730434032898,264.56703145385904,252.6964823742097,262.1260338890752,459.7146467332673,7678.6293640620015,5.345681100475716e+40,265.169341599677,259.28754935685646,259.57997660251146,240.68953212389818,257.61034375670204,263.26081678792576,250.87291149825907,256.74140150605,178121916057.09692,245.33384503406637,258.46135256816535,259.6952796011612,126251479.88854167,1367321.0311015104,264.4852914606431,261.45215071954,18271108.16769375,262.9650272949531,264.7133320518979,110344230.34167475,71542311.61268905,262.11299433970123,260.85103099014367,0.0,263.8038456284317,259.5899510177886,246.16082695071927,6.6046439064802795e+41,249.40896946523154,287.5416002396523,249.29456587673224,253.96325781850302,1727404346452187.2,261.67473311068784,9.621890470910783e+40,252.7506534663067,263.8914668318487,260.9366145980631,441.6285220358063,263.05854172466974,225.71312303735215,260.10285811124345,263.54522314856126,172237.36290215683,264.7164734415555,261.86623521388384,263.16139085515886,463.8767431408306,254.8809457045565,262.47847900290856,259.6709781656405,10974.285900272565,258.4790350076526,2487.9192804961585,251.7068445246392,253.24717811048154,264.4876762169637,253.29192494184824,249.3545976110191,1.145017389781266e+22,262.2081470546279,428.2046010318017,249.2909321195328,263.72166886183106,24970093363.136333,263.4713356810176,264.78742468284514,255.88294507281188,261.91236260435966,264.42959311319777,257.3369967762693,260.1903714331508,260.0901947168115,9.243659888580405e+18,261.1430907123957,260.2051864820746,264.23118257801383,259.8685491887071,3.541965362600793e+41,263.3700232355234,258.60405512571754,4455.461231473535,261.92724369256985,1.410529825824019e+43,263.8541267323012,265.05127545916037
synthetic_dataset_80,7000.267783680947,2.739046128853478,2.7300117746042774,11.667576607876706,3.6409966284081094,3.1917662758132175,18677880.919657066,2.967021954197389,2.16760002691232,22.563921682089177,3.6401692751055275,419.0478990304701,7805.4905450027845,5.345681100475716e+40,3.370868195406483,10.876172999412915,7.224995964394748,70.80576246678247,19.781395024871127,3.2021583489154146,29.539402527819647,18.343569650746463,178121916135.4122,38.30290342629173,24.4506480280749,6.513286884695472,126251610.50358318,1367454.4252270074,3.165770353936652,4.429786872499735,18271238.87201253,3.397542069598823,2.305041672446482,110344340.95416775,71542405.98738861,6.5149139476618805,18.4285867752098,263.8038456284317,0.0,11.476908926658643,24.389294750879323,6.6046439064802795e+41,21.470123902007384,154.84185093529078,54.13150224519039,15.130590054885182,1727404346452282.2,4.120002218850483,9.621890470910783e+40,19.930026480984576,3.008405844721121,14.249603499479807,372.1351365413032,9.250692602255278,71.83048194275517,13.804380501182045,2.861902368875837,172373.66141241166,3.056528051132828,11.823362592610268,6.253720294562651,523.3152592430415,12.45051169735137,3.664182126782568,9.589659580516356,11094.62051316107,8.594612651785834,2610.1701691945923,23.28594714480862,11.627750917511346,3.077925557176182,14.470883241487828,16.65267495498225,1.145017389781266e+22,5.268627668690256,326.4807885583146,21.022224080595933,2.5639111634931444,24970093490.53591,2.6930730583443636,3.203255694551839,11.221558424226446,5.8702397242319275,2.8712792735543107,282.5424689333964,8.049756573679211,6.455599780256533,9.243659888580403e+18,7.074550929366619,6.176630171884956,2.892388710926784,9.799232128780467,3.541965362600793e+41,4.207408651950914,11.768238839897752,4565.47776979652,11.062197441467571,1.410529825824019e+43,3.240682806614377,3.1749206431938832
synthetic_dataset_36,7000.2006448350385,11.319992156601653,12.691569364848583,12.507647100093061,13.270910284698425,12.247097550731901,18677880.91071346,12.270414499046902,12.31324687509218,19.281265147891002,10.219599802495583,411.54697372046724,7805.217522624707,5.345681100475716e+40,13.507314827228543,10.584434929967296,11.565438848779092,63.92048742811498,17.57110874559808,11.329155071071764,25.90658754047282,15.511956302358856,178121916129.8721,34.999846902229784,20.226682646873353,9.438086764862202,126251610.43218324,1367454.293120267,12.592824413981774,10.518296011810984,18271238.79870985,10.375114012855459,12.51086326043885,110344340.95214035,71542398.92291738,9.409384780077787,13.559169090326705,259.5899510177886,11.476908926658643,0.0,25.15928871636015,6.6046439064802795e+41,18.060893058284528,148.99920052524732,48.238747974090835,14.26581903338059,1727404346452280.2,11.106016488562098,9.621890470910783e+40,15.615516885992458,12.103494928615822,9.618346929636994,363.8492920529647,11.93711768558721,64.13429241370903,11.49501289255798,11.884354014581957,172373.4385373056,12.830548522298745,12.443638023539613,8.340451329573671,522.9570588276323,11.362428275534299,10.809517680450963,9.318423274507245,11094.194233726685,10.133470602066623,2608.867909589741,18.77059802883144,14.040815989719844,12.874622336324396,14.080393648826446,17.88223317184763,1.145017389781266e+22,9.990498966942068,321.74678613807004,18.60314009608289,11.505701313957154,24970093488.131657,11.608679432779182,13.20657318690473,11.199704577940803,8.963864009659423,12.66871005789677,279.87375229785476,10.557563462576917,9.549602506096205,9.243659888580407e+18,9.521817997224046,13.815707816984334,12.530122710569403,10.8150998949136,3.541965362600793e+41,12.353181788811634,9.486345583170921,4565.331742786079,8.740317445346246,1.410529825824019e+43,11.454756141898805,13.384256937778712
